SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
29,2.4440E+003,3.2840E+003,-2.8627E-001,-6.5101E-001,6.0235E-003,3.5698E-003,0.0000E+000,4.0000E+000,8.1733E-003,3.6472E-004,-1.4034E-005,-3.6333E-004
30,2.4440E+003,3.2990E+003,-2.9257E-001,-6.4616E-001,6.3072E-003,6.5248E-003,0.0000E+000,4.0000E+000,8.8116E-003,1.6309E-004,2.7964E-005,-1.4956E-004
31,2.4440E+003,3.3140E+003,-3.0130E-001,-6.4798E-001,6.2450E-003,6.5273E-003,0.0000E+000,4.0000E+000,8.7231E-003,4.4012E-005,1.0693E-004,1.1406E-004
32,2.4440E+003,3.3290E+003,-2.9011E-001,-6.4137E-001,6.0961E-003,5.7096E-003,0.0000E+000,4.0000E+000,8.3858E-003,1.4256E-005,2.8405E-004,1.3504E-004
33,2.4440E+003,3.3440E+003,-2.9256E-001,-6.3870E-001,5.6867E-003,4.2144E-003,0.0000E+000,4.0000E+000,7.6910E-003,4.2038E-005,1.4646E-004,9.7120E-005
34,2.4440E+003,3.3590E+003,-2.8945E-001,-6.3826E-001,5.5799E-003,4.6282E-003,0.0000E+000,4.0000E+000,7.4248E-003,2.0662E-004,1.6237E-005,9.2649E-005
35,2.4440E+003,3.3740E+003,-2.9975E-001,-6.3878E-001,5.6797E-003,3.5454E-003,0.0000E+000,4.0000E+000,7.7829E-003,3.0123E-004,9.5606E-005,2.3138E-004
36,2.4440E+003,3.3890E+003,-2.9858E-001,-6.3354E-001,5.2825E-003,3.0225E-003,0.0000E+000,4.0000E+000,7.3275E-003,2.2233E-004,1.1595E-004,4.9136E-004
37,2.4440E+003,3.4040E+003,-2.9122E-001,-6.3049E-001,5.1085E-003,3.3039E-003,0.0000E+000,4.0000E+000,7.1466E-003,-4.4231E-005,-4.8171E-005,3.8694E-004
38,2.4440E+003,3.4190E+003,-2.8827E-001,-6.3276E-001,5.1807E-003,3.3896E-003,0.0000E+000,4.0000E+000,7.1205E-003,-2.9706E-004,-1.0463E-004,3.2810E-005
39,2.4440E+003,3.4340E+003,-3.0118E-001,-6.3584E-001,5.0532E-003,2.7204E-003,0.0000E+000,4.0000E+000,7.0885E-003,-2.4104E-004,-9.6372E-005,-8.0964E-005
40,2.4440E+003,3.4490E+003,-2.9681E-001,-6.3969E-001,5.4067E-003,2.5204E-003,0.0000E+000,4.0000E+000,7.5164E-003,-1.3604E-004,-1.1570E-007,1.2257E-005
41,2.4440E+003,3.4640E+003,-2.9956E-001,-6.3906E-001,5.3670E-003,3.9047E-003,0.0000E+000,4.0000E+000,7.6295E-003,4.7099E-004,1.6168E-004,2.3854E-005
42,2.4590E+003,3.4940E+003,-2.9025E-001,-6.2200E-001,5.5119E-003,2.1639E-003,0.0000E+000,4.0000E+000,7.9173E-003,-1.1869E-003,7.6683E-005,1.5804E-004
43,2.4590E+003,3.4790E+003,-2.8771E-001,-6.3468E-001,5.8343E-003,3.1148E-003,0.0000E+000,4.0000E+000,8.3374E-003,-5.7963E-004,3.7912E-004,2.6057E-004
44,2.4590E+003,3.4640E+003,-2.9669E-001,-6.3717E-001,5.5492E-003,4.1167E-003,0.0000E+000,4.0000E+000,7.9693E-003,-1.9809E-004,1.4998E-004,1.4853E-004
45,2.4590E+003,3.4490E+003,-2.8901E-001,-6.4042E-001,5.6307E-003,3.0961E-003,0.0000E+000,4.0000E+000,7.7927E-003,-6.6576E-005,1.7260E-005,9.0175E-005
46,2.4590E+003,3.4340E+003,-2.9811E-001,-6.3859E-001,5.2705E-003,2.9569E-003,0.0000E+000,4.0000E+000,7.3388E-003,6.7813E-005,-3.1904E-005,-4.3959E-005
47,2.4590E+003,3.4190E+003,-2.8959E-001,-6.3999E-001,5.4048E-003,3.2999E-003,0.0000E+000,4.0000E+000,7.4133E-003,7.0692E-005,-5.8638E-005,-1.7152E-004
48,2.4590E+003,3.4040E+003,-2.9354E-001,-6.3248E-001,5.3782E-003,3.6174E-003,0.0000E+000,4.0000E+000,7.5995E-003,1.9166E-004,-1.4138E-004,1.4569E-005
49,2.4590E+003,3.3890E+003,-2.9252E-001,-6.2661E-001,5.5036E-003,3.8870E-003,0.0000E+000,4.0000E+000,7.7673E-003,2.4985E-004,1.4813E-005,1.4491E-005
50,2.4590E+003,3.3740E+003,-2.9488E-001,-6.2638E-001,5.7288E-003,5.5607E-003,0.0000E+000,4.0000E+000,8.0549E-003,2.6836E-004,1.4680E-004,-5.8395E-005
51,2.4590E+003,3.3590E+003,-2.8989E-001,-6.3203E-001,5.8146E-003,7.1092E-003,0.0000E+000,4.0000E+000,7.8765E-003,1.7084E-004,1.7219E-004,-8.3150E-005
52,2.4590E+003,3.3440E+003,-2.9101E-001,-6.3877E-001,6.0436E-003,5.3734E-003,0.0000E+000,4.0000E+000,8.2197E-003,8.3214E-005,1.9818E-004,-4.5142E-006
53,2.4590E+003,3.3290E+003,-2.8882E-001,-6.4140E-001,6.3239E-003,5.6350E-003,0.0000E+000,4.0000E+000,8.6731E-003,8.3647E-005,2.5008E-004,1.0852E-004
54,2.4590E+003,3.3140E+003,-2.9360E-001,-6.4758E-001,6.3421E-003,5.6961E-003,0.0000E+000,4.0000E+000,8.7720E-003,7.3808E-005,5.6735E-005,1.5741E-005
55,2.4590E+003,3.2990E+003,-2.8591E-001,-6.4118E-001,6.0831E-003,5.2111E-003,0.0000E+000,4.0000E+000,8.5166E-003,1.4143E-004,3.1401E-005,-2.2738E-004
56,2.4590E+003,3.2840E+003,-2.7600E-001,-6.4733E-001,6.0130E-003,3.7389E-003,0.0000E+000,4.0000E+000,8.1192E-003,-2.2393E-005,1.6114E-004,-3.7661E-004
57,2.4590E+003,3.2690E+003,-2.5552E-001,-6.4610E-001,6.0519E-003,1.4098E-003,0.0000E+000,4.0000E+000,7.9113E-003,-1.8863E-004,2.2860E-006,-1.5463E-004
58,2.4590E+003,3.2540E+003,-2.6356E-001,-6.4976E-001,6.1603E-003,1.9088E-003,0.0000E+000,4.0000E+000,7.9684E-003,-3.0151E-004,-2.4610E-004,2.3347E-004
59,2.4590E+003,3.2390E+003,-2.7843E-001,-6.4011E-001,6.2045E-003,2.4098E-003,0.0000E+000,4.0000E+000,8.3201E-003,-1.8811E-005,1.9289E-004,5.1452E-004
60,2.4590E+003,3.2240E+003,-3.0104E-001,-6.5378E-001,5.9655E-003,6.4882E-003,0.0000E+000,4.0000E+000,8.6203E-003,1.7402E-004,7.3252E-004,5.4738E-004
61,2.4590E+003,3.2090E+003,-3.0585E-001,-6.6235E-001,5.7728E-003,3.7097E-003,0.0000E+000,4.0000E+000,8.3777E-003,9.1682E-005,5.3247E-004,3.7335E-004
62,2.4590E+003,3.1940E+003,-3.0412E-001,-6.6971E-001,5.2405E-003,1.8790E-003,0.0000E+000,4.0000E+000,7.5294E-003,-4.2536E-004,-8.5737E-005,9.6944E-005
63,2.4740E+003,3.1640E+003,-2.9725E-001,-6.4894E-001,5.4339E-003,2.3380E-003,0.0000E+000,4.0000E+000,7.3592E-003,-4.8696E-004,-8.8648E-005,-2.9821E-004
64,2.4740E+003,3.1790E+003,-3.0212E-001,-6.5399E-001,4.9280E-003,2.3793E-003,0.0000E+000,4.0000E+000,6.8925E-003,-4.4023E-004,-4.1523E-004,-8.4454E-005
65,2.4740E+003,3.1940E+003,-3.2078E-001,-6.6508E-001,5.1732E-003,2.2026E-003,0.0000E+000,4.0000E+000,7.5327E-003,-9.7145E-005,-3.0463E-005,3.0649E-004
66,2.4740E+003,3.2090E+003,-3.0748E-001,-6.6089E-001,5.5896E-003,3.5801E-003,0.0000E+000,4.0000E+000,8.0227E-003,1.2063E-004,4.8072E-004,5.4713E-004
67,2.4740E+003,3.2240E+003,-2.9188E-001,-6.4855E-001,6.0194E-003,4.6033E-003,0.0000E+000,4.0000E+000,8.3245E-003,2.4602E-004,5.4699E-004,5.1987E-004
68,2.4740E+003,3.2390E+003,-2.8296E-001,-6.4278E-001,6.4535E-003,2.3894E-003,0.0000E+000,4.0000E+000,8.5559E-003,-1.4150E-004,4.8594E-005,3.1474E-004
69,2.4740E+003,3.2540E+003,-2.8003E-001,-6.4824E-001,6.4233E-003,2.0438E-003,0.0000E+000,4.0000E+000,8.3518E-003,-6.5572E-004,-2.0584E-004,1.5994E-004
70,2.4740E+003,3.2690E+003,-2.7470E-001,-6.5013E-001,5.8706E-003,1.8453E-003,0.0000E+000,4.0000E+000,7.6948E-003,-7.6153E-004,1.1876E-004,3.8883E-005
71,2.4740E+003,3.2840E+003,-2.7965E-001,-6.4563E-001,5.9561E-003,3.5780E-003,0.0000E+000,4.0000E+000,7.8891E-003,-3.9876E-004,1.5736E-004,-1.8631E-004
72,2.4740E+003,3.2990E+003,-2.8939E-001,-6.4349E-001,5.7633E-003,4.6066E-003,0.0000E+000,4.0000E+000,7.8845E-003,2.0082E-005,-2.3846E-005,-1.3442E-004
73,2.4740E+003,3.3140E+003,-2.9837E-001,-6.4560E-001,6.1012E-003,5.8039E-003,0.0000E+000,4.0000E+000,8.4518E-003,1.8304E-004,-3.9180E-005,-3.9043E-005
74,2.4740E+003,3.3290E+003,-2.8958E-001,-6.4295E-001,6.0502E-003,6.0162E-003,0.0000E+000,4.0000E+000,8.3061E-003,2.5379E-004,1.3556E-004,9.2467E-005
75,2.4740E+003,3.3440E+003,-2.8849E-001,-6.4119E-001,5.9326E-003,5.4993E-003,0.0000E+000,4.0000E+000,8.0389E-003,2.7828E-004,1.7875E-004,-9.4822E-005
76,2.4740E+003,3.3590E+003,-2.8656E-001,-6.3760E-001,5.5710E-003,4.7643E-003,0.0000E+000,4.0000E+000,7.4175E-003,3.4955E-004,1.7290E-004,-2.4006E-004
77,2.4740E+003,3.3740E+003,-2.9133E-001,-6.3801E-001,5.7893E-003,4.6364E-003,0.0000E+000,4.0000E+000,7.8962E-003,3.5885E-004,9.0025E-005,-2.8071E-004
78,2.4740E+003,3.3890E+003,-2.8574E-001,-6.3453E-001,5.7737E-003,3.8792E-003,0.0000E+000,4.0000E+000,7.9643E-003,3.2274E-004,-1.3921E-004,-2.8581E-004
79,2.4740E+003,3.4040E+003,-2.9000E-001,-6.3886E-001,5.7371E-003,4.0010E-003,0.0000E+000,4.0000E+000,8.0170E-003,2.5544E-004,-1.3030E-004,-2.1756E-004
80,2.4740E+003,3.4190E+003,-2.8510E-001,-6.3466E-001,5.4421E-003,2.7987E-003,0.0000E+000,4.0000E+000,7.4530E-003,1.3056E-004,1.1856E-004,-2.3180E-004
81,2.4740E+003,3.4340E+003,-2.9922E-001,-6.3268E-001,5.0367E-003,2.4970E-003,0.0000E+000,4.0000E+000,6.9504E-003,-7.0411E-006,1.5775E-004,-9.6828E-005
82,2.4740E+003,3.4490E+003,-2.9585E-001,-6.3016E-001,5.2642E-003,3.0140E-003,0.0000E+000,4.0000E+000,7.3371E-003,-1.4716E-004,1.3268E-004,2.4676E-006
83,2.4740E+003,3.4640E+003,-3.0848E-001,-6.2933E-001,5.3425E-003,3.8011E-003,0.0000E+000,4.0000E+000,7.7508E-003,-3.5184E-004,2.4348E-004,3.4158E-005
84,2.4740E+003,3.4790E+003,-3.0516E-001,-6.2409E-001,5.7085E-003,3.2817E-003,0.0000E+000,4.0000E+000,8.3474E-003,-5.0338E-004,3.5598E-004,7.8775E-005
85,2.4740E+003,3.4940E+003,-3.1219E-001,-6.1999E-001,5.3034E-003,2.2107E-003,0.0000E+000,4.0000E+000,7.7033E-003,-5.8795E-004,2.4988E-005,2.1868E-005
86,2.4740E+003,3.5090E+003,-3.0175E-001,-6.2755E-001,4.5494E-003,1.8423E-003,0.0000E+000,4.0000E+000,6.3417E-003,-4.8098E-004,-3.7269E-004,1.1902E-004
87,2.4740E+003,3.5240E+003,-3.0226E-001,-6.3111E-001,4.8073E-003,2.2547E-003,0.0000E+000,4.0000E+000,6.5847E-003,-2.0589E-005,-4.0524E-004,2.2848E-004
88,2.4890E+003,3.5690E+003,-2.8712E-001,-6.3231E-001,5.2565E-003,4.1306E-003,0.0000E+000,4.0000E+000,7.0791E-003,4.3983E-004,-9.9482E-005,8.5450E-005
89,2.4890E+003,3.5540E+003,-2.8912E-001,-6.3274E-001,5.2257E-003,2.8662E-003,0.0000E+000,4.0000E+000,7.0587E-003,2.7866E-004,2.2540E-004,2.8225E-004
90,2.4890E+003,3.5390E+003,-2.8885E-001,-6.3968E-001,5.0087E-003,2.3245E-003,0.0000E+000,4.0000E+000,6.8478E-003,-4.3171E-005,8.7593E-006,2.9325E-004
91,2.4890E+003,3.5240E+003,-2.9674E-001,-6.3480E-001,4.6678E-003,2.2362E-003,0.0000E+000,4.0000E+000,6.3666E-003,-1.8854E-004,-4.2398E-004,3.4837E-004
92,2.4890E+003,3.5090E+003,-3.0926E-001,-6.2626E-001,4.7186E-003,1.8797E-003,0.0000E+000,4.0000E+000,6.5816E-003,-7.1043E-005,-3.1314E-004,1.1535E-004
93,2.4890E+003,3.4940E+003,-3.1026E-001,-6.2243E-001,5.2779E-003,2.1682E-003,0.0000E+000,4.0000E+000,7.4131E-003,-4.2534E-005,-1.4626E-005,-4.0254E-005
94,2.4890E+003,3.4790E+003,-3.0547E-001,-6.2400E-001,5.5257E-003,2.9333E-003,0.0000E+000,4.0000E+000,7.9152E-003,4.0629E-005,2.6263E-004,-1.1068E-004
95,2.4890E+003,3.4640E+003,-3.0423E-001,-6.2995E-001,5.3365E-003,2.8268E-003,0.0000E+000,4.0000E+000,7.7240E-003,-3.0666E-005,3.1224E-004,-2.5181E-004
96,2.4890E+003,3.4490E+003,-2.9538E-001,-6.3408E-001,5.1626E-003,2.5523E-003,0.0000E+000,4.0000E+000,7.3508E-003,2.6830E-005,1.5880E-004,-2.6039E-004
97,2.4890E+003,3.4340E+003,-2.9745E-001,-6.3711E-001,5.4954E-003,2.4100E-003,0.0000E+000,4.0000E+000,7.6894E-003,9.8150E-005,1.8125E-004,-3.1311E-004
98,2.4890E+003,3.4190E+003,-2.8452E-001,-6.4421E-001,6.0987E-003,3.7563E-003,0.0000E+000,4.0000E+000,8.3373E-003,1.9897E-004,2.3793E-004,-2.6326E-004
99,2.4890E+003,3.4040E+003,-2.8752E-001,-6.4771E-001,6.4462E-003,6.4901E-003,0.0000E+000,4.0000E+000,8.9140E-003,2.5630E-004,8.3225E-005,-1.4164E-004
100,2.4890E+003,3.3890E+003,-2.8063E-001,-6.4599E-001,6.0948E-003,4.4398E-003,0.0000E+000,4.0000E+000,8.2872E-003,3.2751E-004,-1.4029E-004,-9.1845E-005
101,2.4890E+003,3.3740E+003,-2.8376E-001,-6.4213E-001,5.9243E-003,4.7749E-003,0.0000E+000,4.0000E+000,7.9186E-003,2.7941E-004,-9.8505E-005,-2.2707E-006
102,2.4890E+003,3.3590E+003,-2.8063E-001,-6.4560E-001,5.5992E-003,4.5433E-003,0.0000E+000,4.0000E+000,7.4848E-003,2.2627E-004,7.8275E-006,6.5958E-005
103,2.4890E+003,3.3440E+003,-2.7994E-001,-6.4212E-001,5.9407E-003,5.6788E-003,0.0000E+000,4.0000E+000,8.0746E-003,1.2695E-004,1.6887E-004,1.2404E-004
104,2.4890E+003,3.3290E+003,-2.8411E-001,-6.4697E-001,6.0134E-003,5.9694E-003,0.0000E+000,4.0000E+000,8.3520E-003,2.1394E-004,7.8688E-005,1.8893E-004
105,2.4890E+003,3.3140E+003,-2.8654E-001,-6.4110E-001,6.1063E-003,6.4327E-003,0.0000E+000,4.0000E+000,8.3916E-003,2.6843E-004,-4.0282E-005,4.1619E-006
106,2.4890E+003,3.2990E+003,-2.8122E-001,-6.4313E-001,5.7415E-003,5.3502E-003,0.0000E+000,4.0000E+000,7.7357E-003,1.0418E-004,-2.4857E-005,2.5207E-005
107,2.4890E+003,3.2840E+003,-2.8596E-001,-6.3916E-001,5.7413E-003,4.0197E-003,0.0000E+000,4.0000E+000,7.5045E-003,-2.3187E-004,1.0445E-004,1.0744E-004
108,2.4890E+003,3.2690E+003,-2.8615E-001,-6.4572E-001,5.5451E-003,2.8681E-003,0.0000E+000,4.0000E+000,7.1978E-003,-5.5308E-004,1.5606E-004,2.0464E-004
109,2.4890E+003,3.2540E+003,-2.9153E-001,-6.4482E-001,5.8297E-003,2.5326E-003,0.0000E+000,4.0000E+000,7.5147E-003,-4.3250E-004,-1.7073E-004,4.7038E-005
110,2.4890E+003,3.2390E+003,-2.7886E-001,-6.4052E-001,6.0702E-003,2.9394E-003,0.0000E+000,4.0000E+000,7.9384E-003,-1.9832E-004,2.3891E-005,3.7587E-005
111,2.4890E+003,3.2240E+003,-2.8538E-001,-6.4484E-001,5.9256E-003,4.4430E-003,0.0000E+000,4.0000E+000,7.9862E-003,2.7804E-004,3.3120E-004,3.9456E-004
112,2.4890E+003,3.2090E+003,-2.9895E-001,-6.4936E-001,5.4954E-003,4.5107E-003,0.0000E+000,4.0000E+000,7.7149E-003,5.6198E-004,3.5509E-004,5.8572E-004
113,2.4890E+003,3.1940E+003,-3.1583E-001,-6.5561E-001,5.2516E-003,3.1906E-003,0.0000E+000,4.0000E+000,7.5696E-003,5.6977E-004,-4.7350E-005,3.6444E-004
114,2.4890E+003,3.1790E+003,-3.1310E-001,-6.4994E-001,5.1308E-003,2.9152E-003,0.0000E+000,4.0000E+000,7.2300E-003,3.4709E-004,-3.4188E-004,-3.1118E-005
115,2.4890E+003,3.1640E+003,-3.0314E-001,-6.4779E-001,5.5798E-003,3.1285E-003,0.0000E+000,4.0000E+000,7.6994E-003,1.5721E-004,-6.9417E-005,-1.5018E-004
116,2.4890E+003,3.1490E+003,-2.8853E-001,-6.4913E-001,5.9406E-003,3.8047E-003,0.0000E+000,4.0000E+000,8.0576E-003,1.4306E-004,2.6023E-005,-1.8050E-004
117,2.5040E+003,3.1190E+003,-2.7745E-001,-6.4979E-001,6.4517E-003,5.5272E-003,0.0000E+000,4.0000E+000,8.7937E-003,-1.3861E-004,3.6384E-004,8.0184E-005
118,2.5040E+003,3.1340E+003,-2.7837E-001,-6.4249E-001,6.3366E-003,3.8853E-003,0.0000E+000,4.0000E+000,8.5221E-003,5.9255E-005,1.2898E-004,-4.6777E-005
119,2.5040E+003,3.1490E+003,-2.8294E-001,-6.4248E-001,5.8833E-003,3.5360E-003,0.0000E+000,4.0000E+000,8.0545E-003,2.3332E-004,-1.1873E-004,-2.2205E-004
120,2.5040E+003,3.1640E+003,-2.9468E-001,-6.4219E-001,5.7247E-003,3.6244E-003,0.0000E+000,4.0000E+000,7.8932E-003,4.7844E-004,-5.9842E-005,-2.0392E-004
121,2.5040E+003,3.1790E+003,-2.9811E-001,-6.4472E-001,5.4544E-003,3.5627E-003,0.0000E+000,4.0000E+000,7.6532E-003,7.5345E-004,-1.2702E-004,-1.5412E-005
122,2.5040E+003,3.1940E+003,-2.9613E-001,-6.4901E-001,5.3720E-003,4.2710E-003,0.0000E+000,4.0000E+000,7.6071E-003,7.8695E-004,6.8819E-005,2.8972E-004
123,2.5040E+003,3.2090E+003,-2.8488E-001,-6.4266E-001,5.5580E-003,5.2663E-003,0.0000E+000,4.0000E+000,7.7659E-003,4.1073E-004,7.7736E-005,2.0838E-004
124,2.5040E+003,3.2240E+003,-2.8857E-001,-6.4438E-001,5.7559E-003,3.8425E-003,0.0000E+000,4.0000E+000,7.7459E-003,-5.6158E-005,6.4591E-005,-1.8333E-005
125,2.5040E+003,3.2390E+003,-2.8385E-001,-6.3982E-001,5.8770E-003,3.3274E-003,0.0000E+000,4.0000E+000,7.6923E-003,-3.7279E-004,2.5049E-005,-3.0041E-004
126,2.5040E+003,3.2540E+003,-3.0030E-001,-6.4257E-001,5.5279E-003,2.9081E-003,0.0000E+000,4.0000E+000,7.1428E-003,-3.7508E-004,-1.0219E-004,-2.2826E-004
127,2.5040E+003,3.2690E+003,-2.9247E-001,-6.4264E-001,5.3577E-003,3.5157E-003,0.0000E+000,4.0000E+000,7.0266E-003,-2.4412E-004,2.0201E-004,3.4407E-005
128,2.5040E+003,3.2840E+003,-2.9140E-001,-6.3679E-001,5.6138E-003,4.1033E-003,0.0000E+000,4.0000E+000,7.3474E-003,-2.2906E-005,6.5225E-005,1.2247E-004
129,2.5040E+003,3.2990E+003,-2.8074E-001,-6.4247E-001,5.8212E-003,5.8928E-003,0.0000E+000,4.0000E+000,7.7747E-003,1.9763E-004,2.7294E-005,1.9318E-005
130,2.5040E+003,3.3140E+003,-2.8590E-001,-6.3713E-001,6.2933E-003,7.7223E-003,0.0000E+000,4.0000E+000,8.5791E-003,3.1367E-004,3.6200E-005,-6.4217E-005
131,2.5040E+003,3.3290E+003,-2.8655E-001,-6.4279E-001,6.1056E-003,6.3944E-003,0.0000E+000,4.0000E+000,8.5444E-003,2.3645E-004,1.4439E-004,1.1458E-004
132,2.5040E+003,3.3440E+003,-2.8475E-001,-6.3344E-001,5.8754E-003,6.0374E-003,0.0000E+000,4.0000E+000,8.1108E-003,1.0859E-004,2.2513E-004,1.9744E-004
133,2.5040E+003,3.3590E+003,-2.8192E-001,-6.3432E-001,5.2289E-003,3.7301E-003,0.0000E+000,4.0000E+000,7.1713E-003,-5.8241E-005,3.1262E-005,1.6450E-004
134,2.5040E+003,3.3740E+003,-2.7936E-001,-6.3590E-001,5.4618E-003,3.4521E-003,0.0000E+000,4.0000E+000,7.3954E-003,-1.8261E-004,-2.3378E-004,1.9104E-004
