SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
0,2.3990E+003,3.3590E+003,-6.8982E-001,1.8699E+001,5.3367E-003,6.7346E-002,0.0000E+000,4.0000E+000,7.6944E-003,-1.2777E-002,-5.7785E-003,4.7125E-003
1,2.3990E+003,3.3440E+003,-8.8672E-001,1.8885E+001,5.9184E-003,5.5487E-002,0.0000E+000,4.0000E+000,8.1807E-003,-1.5531E-002,-4.4222E-003,9.9423E-004
2,2.3990E+003,3.3290E+003,-1.0008E+000,1.8842E+001,6.5497E-003,4.8636E-002,0.0000E+000,4.0000E+000,8.9325E-003,-2.0254E-002,1.2753E-003,-2.0259E-003
3,2.3990E+003,3.3140E+003,-1.0590E+000,1.8827E+001,7.0286E-003,4.2999E-002,0.0000E+000,4.0000E+000,9.4579E-003,-2.0441E-002,2.4082E-003,-4.6254E-003
4,2.4140E+003,3.2840E+003,-1.2462E+000,1.8455E+001,6.6353E-003,4.3195E-002,0.0000E+000,4.0000E+000,8.6282E-003,1.2647E-003,5.0927E-003,-8.1213E-003
5,2.4140E+003,3.2990E+003,-1.3494E+000,1.8593E+001,6.6095E-003,6.1755E-002,0.0000E+000,4.0000E+000,8.8717E-003,-8.0733E-003,6.3949E-003,-8.6196E-003
6,2.4140E+003,3.3140E+003,-1.4069E+000,1.8684E+001,6.6868E-003,3.9444E-002,0.0000E+000,4.0000E+000,8.8785E-003,-1.0756E-002,2.7149E-003,-5.2807E-003
7,2.4140E+003,3.3290E+003,-1.3079E+000,1.8675E+001,6.3579E-003,6.3456E-002,0.0000E+000,4.0000E+000,8.5959E-003,-1.1858E-002,1.9106E-003,-2.3114E-003
8,2.4140E+003,3.3440E+003,-1.1552E+000,1.8702E+001,6.0686E-003,7.6926E-002,0.0000E+000,4.0000E+000,8.2585E-003,-1.0979E-002,-3.2826E-003,1.5525E-003
9,2.4140E+003,3.3590E+003,-8.2139E-001,1.8547E+001,6.0057E-003,7.3286E-002,0.0000E+000,4.0000E+000,8.3109E-003,-1.1673E-002,-4.3943E-003,3.2811E-003
10,2.4140E+003,3.3740E+003,-5.4165E-001,1.8570E+001,5.9871E-003,5.1849E-002,0.0000E+000,4.0000E+000,8.0368E-003,-1.4220E-002,-3.3212E-003,2.4026E-003
11,2.4140E+003,3.3890E+003,-4.4774E-001,1.8396E+001,5.8472E-003,3.0268E-002,0.0000E+000,4.0000E+000,7.8992E-003,-2.3339E-002,-2.1594E-003,3.7991E-003
12,2.4290E+003,3.4340E+003,-4.3969E-002,1.8142E+001,5.4728E-003,5.3707E-002,0.0000E+000,4.0000E+000,7.5156E-003,-1.0828E-002,-9.2262E-003,5.0951E-004
13,2.4290E+003,3.4190E+003,-2.9049E-001,1.8363E+001,5.5389E-003,5.0751E-002,0.0000E+000,4.0000E+000,7.4933E-003,-5.9798E-003,-1.4035E-002,2.0228E-003
14,2.4290E+003,3.4040E+003,-6.3154E-001,1.8466E+001,5.5224E-003,4.6675E-002,0.0000E+000,4.0000E+000,7.4861E-003,-7.1282E-003,-4.1785E-003,5.6568E-003
15,2.4290E+003,3.3890E+003,-8.6339E-001,1.8473E+001,5.7281E-003,3.4946E-002,0.0000E+000,4.0000E+000,7.7576E-003,-6.4433E-003,9.6872E-004,8.4048E-004
16,2.4290E+003,3.3740E+003,-8.7669E-001,1.8461E+001,5.9494E-003,3.7019E-002,0.0000E+000,4.0000E+000,8.0674E-003,-6.2551E-003,-1.2374E-004,4.2875E-004
17,2.4290E+003,3.3590E+003,-9.9114E-001,1.8482E+001,5.9304E-003,6.1542E-002,0.0000E+000,4.0000E+000,8.2044E-003,-1.3695E-003,-1.6331E-003,1.0587E-003
18,2.4290E+003,3.3440E+003,-1.2050E+000,1.8533E+001,5.8175E-003,6.3158E-002,0.0000E+000,4.0000E+000,7.9946E-003,2.0642E-003,-2.2840E-003,3.8193E-004
19,2.4290E+003,3.3290E+003,-1.3792E+000,1.8515E+001,6.0451E-003,6.6021E-002,0.0000E+000,4.0000E+000,8.1919E-003,3.8368E-003,2.0709E-003,-2.8934E-003
20,2.4290E+003,3.3140E+003,-1.4423E+000,1.8439E+001,6.4355E-003,4.4303E-002,0.0000E+000,4.0000E+000,8.5658E-003,2.2272E-003,1.8863E-003,-5.6241E-003
21,2.4290E+003,3.2990E+003,-1.3465E+000,1.8415E+001,6.8377E-003,6.9306E-002,0.0000E+000,4.0000E+000,9.0748E-003,6.6767E-004,5.3157E-003,-8.8538E-003
22,2.4290E+003,3.2840E+003,-1.1766E+000,1.8267E+001,6.7737E-003,4.0751E-002,0.0000E+000,4.0000E+000,8.8473E-003,-6.7164E-004,6.2490E-003,-7.9497E-003
23,2.4290E+003,3.2690E+003,-1.1931E+000,1.8294E+001,6.5953E-003,3.4152E-002,0.0000E+000,4.0000E+000,8.6602E-003,-5.0903E-004,-2.4017E-003,-5.4821E-003
24,2.4290E+003,3.2540E+003,-1.2620E+000,1.8331E+001,6.3282E-003,5.1150E-002,0.0000E+000,4.0000E+000,8.4058E-003,-2.5027E-003,-7.9675E-003,2.0322E-004
25,2.4440E+003,3.2240E+003,-1.8772E+000,1.8256E+001,5.9594E-003,7.2940E-002,0.0000E+000,4.0000E+000,8.2559E-003,-1.8803E-003,1.4975E-002,2.4314E-003
26,2.4440E+003,3.2390E+003,-1.5675E+000,1.8363E+001,5.9410E-003,3.8441E-002,0.0000E+000,4.0000E+000,8.0371E-003,-7.0548E-003,-1.5594E-003,4.3797E-003
27,2.4440E+003,3.2540E+003,-1.2815E+000,1.8201E+001,6.2320E-003,3.2085E-002,0.0000E+000,4.0000E+000,8.1238E-003,-9.0262E-003,-7.4434E-003,9.2842E-004
28,2.4440E+003,3.2690E+003,-1.1938E+000,1.8079E+001,6.4412E-003,1.6398E-002,0.0000E+000,4.0000E+000,8.3827E-003,-8.4174E-003,-2.5049E-003,-2.7114E-003
29,2.4440E+003,3.2840E+003,-1.2842E+000,1.8110E+001,6.6027E-003,2.8169E-002,0.0000E+000,4.0000E+000,8.6924E-003,-4.7517E-003,5.4241E-003,-4.6131E-003
30,2.4440E+003,3.2990E+003,-1.3454E+000,1.8310E+001,6.6123E-003,4.3562E-002,0.0000E+000,4.0000E+000,8.8464E-003,1.3306E-003,3.9575E-003,-4.5724E-003
31,2.4440E+003,3.3140E+003,-1.3200E+000,1.8186E+001,6.4280E-003,5.6258E-002,0.0000E+000,4.0000E+000,8.5676E-003,6.7943E-003,-1.6365E-004,-3.5616E-003
32,2.4440E+003,3.3290E+003,-1.2062E+000,1.8297E+001,6.1069E-003,8.6764E-002,0.0000E+000,4.0000E+000,8.2721E-003,9.0105E-003,1.7666E-003,-2.1806E-003
33,2.4440E+003,3.3440E+003,-1.0090E+000,1.8257E+001,6.0058E-003,7.5485E-002,0.0000E+000,4.0000E+000,8.2525E-003,7.4877E-003,-1.7024E-003,-1.5713E-003
34,2.4440E+003,3.3590E+003,-8.9085E-001,1.8244E+001,6.1700E-003,7.2284E-002,0.0000E+000,4.0000E+000,8.4695E-003,7.2503E-003,-4.5566E-004,-1.7264E-003
35,2.4440E+003,3.3740E+003,-7.4749E-001,1.8305E+001,6.2207E-003,4.2796E-002,0.0000E+000,4.0000E+000,8.5753E-003,6.9225E-003,2.2685E-003,-3.9900E-003
36,2.4440E+003,3.3890E+003,-7.3901E-001,1.8392E+001,5.8131E-003,5.0148E-002,0.0000E+000,4.0000E+000,8.1327E-003,5.9203E-003,1.3033E-003,-3.4893E-003
37,2.4440E+003,3.4040E+003,-5.5681E-001,1.8437E+001,5.2967E-003,5.8885E-002,0.0000E+000,4.0000E+000,7.6068E-003,8.0801E-004,-6.2706E-003,-1.1214E-003
38,2.4440E+003,3.4190E+003,-3.8690E-001,1.8169E+001,5.3723E-003,5.1421E-002,0.0000E+000,4.0000E+000,7.5615E-003,-3.2883E-003,-1.4276E-002,-9.8535E-004
39,2.4440E+003,3.4340E+003,-2.9453E-001,1.7906E+001,5.0796E-003,4.1405E-002,0.0000E+000,4.0000E+000,7.2257E-003,-3.5835E-003,-7.3827E-003,3.7676E-004
40,2.4440E+003,3.4490E+003,-1.8474E-002,1.7929E+001,5.5736E-003,4.7587E-002,0.0000E+000,4.0000E+000,7.6255E-003,1.9851E-004,9.5852E-003,9.9620E-004
41,2.4440E+003,3.4640E+003,3.7602E-001,1.8197E+001,5.6790E-003,7.0693E-002,0.0000E+000,4.0000E+000,7.7406E-003,1.0025E-002,1.8855E-002,6.2245E-004
42,2.4590E+003,3.4940E+003,6.8287E-001,1.8615E+001,5.9426E-003,2.6000E-002,0.0000E+000,4.0000E+000,8.3436E-003,-2.7641E-002,-3.5942E-003,-1.2937E-002
43,2.4590E+003,3.4790E+003,7.0659E-001,1.8238E+001,6.1813E-003,4.3278E-002,0.0000E+000,4.0000E+000,8.5389E-003,-1.1240E-002,1.7666E-002,-5.2625E-003
44,2.4590E+003,3.4640E+003,5.1198E-001,1.7892E+001,5.7135E-003,7.7621E-002,0.0000E+000,4.0000E+000,7.9818E-003,-3.6982E-003,1.4171E-002,2.8056E-003
45,2.4590E+003,3.4490E+003,1.8872E-001,1.7679E+001,5.8518E-003,8.8325E-002,0.0000E+000,4.0000E+000,8.0227E-003,1.7848E-003,7.6367E-003,5.8832E-003
46,2.4590E+003,3.4340E+003,-1.9741E-001,1.7626E+001,5.1221E-003,8.7936E-002,0.0000E+000,4.0000E+000,7.3174E-003,3.3582E-003,-4.6767E-003,4.2481E-003
47,2.4590E+003,3.4190E+003,-5.0898E-001,1.7857E+001,5.3782E-003,8.2643E-002,0.0000E+000,4.0000E+000,7.5910E-003,3.7675E-003,-1.1682E-002,-1.6353E-003
48,2.4590E+003,3.4040E+003,-5.6718E-001,1.8074E+001,5.4283E-003,5.3934E-002,0.0000E+000,4.0000E+000,7.8481E-003,5.7425E-003,-6.1236E-003,-5.4512E-003
49,2.4590E+003,3.3890E+003,-6.4555E-001,1.8097E+001,6.1017E-003,4.9902E-002,0.0000E+000,4.0000E+000,8.6573E-003,7.4840E-003,2.6585E-004,-6.6152E-003
50,2.4590E+003,3.3740E+003,-6.3471E-001,1.8095E+001,6.4575E-003,4.5983E-002,0.0000E+000,4.0000E+000,9.0252E-003,7.0556E-003,1.9579E-003,-3.0481E-003
51,2.4590E+003,3.3590E+003,-8.3789E-001,1.8033E+001,6.7889E-003,5.7440E-002,0.0000E+000,4.0000E+000,9.3551E-003,3.6751E-003,-9.0198E-004,1.6075E-005
52,2.4590E+003,3.3440E+003,-9.5844E-001,1.8117E+001,6.6984E-003,5.6186E-002,0.0000E+000,4.0000E+000,9.0674E-003,1.5058E-003,-1.9102E-003,5.0172E-004
53,2.4590E+003,3.3290E+003,-1.1166E+000,1.8106E+001,6.5902E-003,5.8375E-002,0.0000E+000,4.0000E+000,8.9300E-003,1.2730E-004,1.7861E-003,-9.4618E-005
54,2.4590E+003,3.3140E+003,-1.1513E+000,1.8126E+001,6.6641E-003,5.0062E-002,0.0000E+000,4.0000E+000,8.9134E-003,-4.7487E-004,-1.1744E-003,-2.6939E-003
55,2.4590E+003,3.2990E+003,-1.2954E+000,1.8208E+001,6.4963E-003,4.2428E-002,0.0000E+000,4.0000E+000,8.9455E-003,-2.0651E-003,2.0825E-003,-3.0751E-003
56,2.4590E+003,3.2840E+003,-1.4023E+000,1.8018E+001,6.5969E-003,4.4013E-002,0.0000E+000,4.0000E+000,8.7939E-003,-7.1881E-003,5.7680E-003,-2.9965E-003
57,2.4590E+003,3.2690E+003,-1.4497E+000,1.8073E+001,6.3955E-003,2.3986E-002,0.0000E+000,4.0000E+000,8.3708E-003,-1.2523E-002,-2.3760E-003,-1.3077E-003
58,2.4590E+003,3.2540E+003,-1.5433E+000,1.8089E+001,6.3875E-003,2.4945E-002,0.0000E+000,4.0000E+000,8.2512E-003,-1.3010E-002,-8.5726E-003,-8.1114E-004
59,2.4590E+003,3.2390E+003,-1.6704E+000,1.8300E+001,6.3586E-003,3.3467E-002,0.0000E+000,4.0000E+000,8.5105E-003,-7.0544E-003,-1.2713E-003,6.7431E-004
60,2.4590E+003,3.2240E+003,-1.8684E+000,1.8127E+001,6.3009E-003,7.0174E-002,0.0000E+000,4.0000E+000,8.8091E-003,-1.7116E-003,1.4620E-002,4.2939E-004
61,2.4590E+003,3.2090E+003,-2.0127E+000,1.7799E+001,5.9707E-003,5.9677E-002,0.0000E+000,4.0000E+000,8.3353E-003,-2.8659E-003,1.3214E-002,-2.4692E-003
62,2.4590E+003,3.1940E+003,-1.8978E+000,1.7767E+001,5.6063E-003,3.8109E-002,0.0000E+000,4.0000E+000,7.8252E-003,-1.1313E-002,-4.9947E-003,-3.2942E-003
63,2.4740E+003,3.1640E+003,-2.3656E+000,1.7954E+001,6.3243E-003,3.7630E-002,0.0000E+000,4.0000E+000,8.7462E-003,-8.7028E-003,-9.4761E-003,-3.9314E-003
64,2.4740E+003,3.1790E+003,-2.1864E+000,1.7843E+001,5.6398E-003,5.1835E-002,0.0000E+000,4.0000E+000,7.7173E-003,-1.2291E-002,-1.0186E-002,-1.1885E-003
65,2.4740E+003,3.1940E+003,-2.2481E+000,1.7545E+001,5.6174E-003,5.1555E-002,0.0000E+000,4.0000E+000,8.1091E-003,-7.5385E-003,-2.7365E-003,1.7941E-003
66,2.4740E+003,3.2090E+003,-2.0142E+000,1.7639E+001,5.8630E-003,6.8759E-002,0.0000E+000,4.0000E+000,8.4477E-003,-3.5322E-003,1.3129E-002,2.4207E-003
67,2.4740E+003,3.2240E+003,-1.8198E+000,1.7977E+001,6.3226E-003,4.8555E-002,0.0000E+000,4.0000E+000,8.9915E-003,-4.5708E-004,1.2765E-002,6.1629E-004
68,2.4740E+003,3.2390E+003,-1.7539E+000,1.8073E+001,6.6002E-003,4.0431E-002,0.0000E+000,4.0000E+000,8.9637E-003,-3.7274E-003,-7.1913E-004,-2.5071E-003
69,2.4740E+003,3.2540E+003,-1.7933E+000,1.7951E+001,6.8900E-003,2.8429E-002,0.0000E+000,4.0000E+000,9.0603E-003,-6.9136E-003,-6.4914E-003,-2.1395E-003
70,2.4740E+003,3.2690E+003,-1.6778E+000,1.7805E+001,6.4147E-003,2.6475E-002,0.0000E+000,4.0000E+000,8.5956E-003,-6.3223E-003,-2.2905E-003,1.4173E-003
71,2.4740E+003,3.2840E+003,-1.4256E+000,1.7898E+001,6.6500E-003,4.6714E-002,0.0000E+000,4.0000E+000,8.8561E-003,-3.9952E-003,2.3466E-003,-9.5894E-004
72,2.4740E+003,3.2990E+003,-1.3731E+000,1.7957E+001,6.2117E-003,3.6236E-002,0.0000E+000,4.0000E+000,8.5105E-003,-4.1370E-003,-5.2873E-005,-3.5069E-003
73,2.4740E+003,3.3140E+003,-1.3409E+000,1.7901E+001,6.6615E-003,5.5090E-002,0.0000E+000,4.0000E+000,8.8784E-003,-5.0597E-003,-3.1395E-004,-4.0931E-003
74,2.4740E+003,3.3290E+003,-1.2055E+000,1.7965E+001,6.5905E-003,6.3781E-002,0.0000E+000,4.0000E+000,8.8968E-003,-5.2539E-003,2.9546E-003,-3.5677E-004
75,2.4740E+003,3.3440E+003,-9.8160E-001,1.7996E+001,6.7721E-003,6.1335E-002,0.0000E+000,4.0000E+000,9.1761E-003,-2.5437E-003,-1.3596E-003,2.1283E-003
76,2.4740E+003,3.3590E+003,-7.8824E-001,1.7913E+001,6.6359E-003,5.2770E-002,0.0000E+000,4.0000E+000,9.1118E-003,-1.8127E-003,-3.0964E-003,1.5094E-003
77,2.4740E+003,3.3740E+003,-5.5304E-001,1.7882E+001,6.4432E-003,5.2610E-002,0.0000E+000,4.0000E+000,8.9042E-003,7.0064E-004,-6.1238E-004,-5.6982E-004
78,2.4740E+003,3.3890E+003,-4.1220E-001,1.7875E+001,6.3730E-003,4.9311E-002,0.0000E+000,4.0000E+000,8.9920E-003,1.9059E-003,-3.1117E-003,-4.1807E-003
79,2.4740E+003,3.4040E+003,-4.2084E-001,1.7794E+001,5.9254E-003,5.8445E-002,0.0000E+000,4.0000E+000,8.4662E-003,5.4597E-003,-3.4973E-003,-3.2012E-003
80,2.4740E+003,3.4190E+003,-3.4755E-001,1.7782E+001,5.6385E-003,7.7765E-002,0.0000E+000,4.0000E+000,8.0786E-003,6.0227E-003,-2.8682E-003,3.7080E-003
81,2.4740E+003,3.4340E+003,-1.3973E-001,1.7711E+001,5.0778E-003,7.8203E-002,0.0000E+000,4.0000E+000,7.1611E-003,4.3326E-003,-1.3642E-003,9.7986E-003
82,2.4740E+003,3.4490E+003,8.6042E-002,1.7767E+001,5.5663E-003,8.4745E-002,0.0000E+000,4.0000E+000,7.8105E-003,-1.0008E-004,2.8404E-003,8.9489E-003
83,2.4740E+003,3.4640E+003,2.7421E-001,1.7821E+001,5.5713E-003,7.4615E-002,0.0000E+000,4.0000E+000,8.0047E-003,-5.9313E-003,1.0491E-002,2.4741E-003
84,2.4740E+003,3.4790E+003,2.7426E-001,1.8057E+001,6.0792E-003,5.7309E-002,0.0000E+000,4.0000E+000,8.7927E-003,-9.1658E-003,1.3987E-002,-6.4240E-003
85,2.4740E+003,3.4940E+003,2.0814E-001,1.8136E+001,5.8310E-003,4.1831E-002,0.0000E+000,4.0000E+000,8.3761E-003,-9.1464E-003,-6.7488E-003,-9.1743E-003
86,2.4740E+003,3.5090E+003,3.7518E-001,1.7733E+001,5.3001E-003,4.2153E-002,0.0000E+000,4.0000E+000,7.3370E-003,-4.8088E-003,-1.7799E-002,-2.6481E-003
87,2.4740E+003,3.5240E+003,6.8412E-001,1.7641E+001,5.5725E-003,5.0765E-002,0.0000E+000,4.0000E+000,7.5747E-003,1.2099E-002,-7.2139E-003,9.9969E-003
88,2.4890E+003,3.5690E+003,1.9205E+000,1.7520E+001,5.4605E-003,4.7944E-002,0.0000E+000,4.0000E+000,7.5059E-003,-7.7122E-003,-7.9219E-003,-1.3036E-003
89,2.4890E+003,3.5540E+003,1.6901E+000,1.7565E+001,5.5175E-003,4.4626E-002,0.0000E+000,4.0000E+000,7.5815E-003,-1.0513E-002,2.6780E-003,-1.0713E-003
90,2.4890E+003,3.5390E+003,1.3954E+000,1.7355E+001,5.4519E-003,6.2737E-002,0.0000E+000,4.0000E+000,7.6126E-003,-1.4639E-003,2.1538E-003,4.9822E-003
91,2.4890E+003,3.5240E+003,1.0007E+000,1.7451E+001,5.6812E-003,6.3652E-002,0.0000E+000,4.0000E+000,7.8647E-003,5.3962E-003,-7.3217E-003,5.8689E-003
92,2.4890E+003,3.5090E+003,4.1333E-001,1.7597E+001,5.5747E-003,4.7452E-002,0.0000E+000,4.0000E+000,7.8627E-003,8.3309E-003,-1.5041E-002,1.2867E-003
93,2.4890E+003,3.4940E+003,3.5550E-001,1.7918E+001,5.8239E-003,5.3905E-002,0.0000E+000,4.0000E+000,8.1927E-003,7.2651E-003,-1.0650E-002,-3.3298E-003
94,2.4890E+003,3.4790E+003,3.6376E-001,1.7869E+001,5.7435E-003,7.4926E-002,0.0000E+000,4.0000E+000,8.2089E-003,1.2079E-003,7.6332E-003,-4.0387E-003
95,2.4890E+003,3.4640E+003,3.4464E-001,1.7705E+001,5.4808E-003,5.7457E-002,0.0000E+000,4.0000E+000,7.8828E-003,-2.6961E-003,5.7486E-003,-9.3512E-004
96,2.4890E+003,3.4490E+003,1.6235E-001,1.7783E+001,5.2475E-003,6.5702E-002,0.0000E+000,4.0000E+000,7.4181E-003,-1.4987E-003,-1.3400E-003,1.4790E-003
97,2.4890E+003,3.4340E+003,-1.2788E-002,1.7838E+001,5.4599E-003,7.1827E-002,0.0000E+000,4.0000E+000,7.5296E-003,2.8400E-003,-1.1984E-003,4.1908E-003
98,2.4890E+003,3.4190E+003,-2.7832E-001,1.7726E+001,6.3010E-003,1.0156E-001,0.0000E+000,4.0000E+000,8.6322E-003,4.6935E-003,2.7937E-003,3.6194E-003
99,2.4890E+003,3.4040E+003,-4.4302E-001,1.7572E+001,6.7848E-003,9.1839E-002,0.0000E+000,4.0000E+000,9.2504E-003,4.1744E-003,1.0005E-003,-6.2208E-004
100,2.4890E+003,3.3890E+003,-5.1609E-001,1.7710E+001,6.7427E-003,6.2493E-002,0.0000E+000,4.0000E+000,9.2181E-003,3.7096E-003,-4.0525E-003,-1.2964E-003
101,2.4890E+003,3.3740E+003,-7.2549E-001,1.7745E+001,6.5412E-003,5.7147E-002,0.0000E+000,4.0000E+000,8.8137E-003,4.3483E-003,-3.2854E-003,1.6762E-003
102,2.4890E+003,3.3590E+003,-8.1881E-001,1.7795E+001,6.5335E-003,4.7255E-002,0.0000E+000,4.0000E+000,8.8643E-003,4.7670E-003,-4.2159E-003,3.4658E-003
103,2.4890E+003,3.3440E+003,-1.0537E+000,1.7895E+001,6.6317E-003,5.8133E-002,0.0000E+000,4.0000E+000,8.9429E-003,3.8791E-003,3.2000E-004,4.1397E-003
104,2.4890E+003,3.3290E+003,-1.2730E+000,1.7800E+001,6.4986E-003,5.4531E-002,0.0000E+000,4.0000E+000,8.7987E-003,2.9482E-003,4.9057E-003,1.7467E-003
105,2.4890E+003,3.3140E+003,-1.3787E+000,1.7719E+001,6.4885E-003,6.2372E-002,0.0000E+000,4.0000E+000,8.7516E-003,1.6166E-003,1.4954E-003,-2.2637E-003
106,2.4890E+003,3.2990E+003,-1.3760E+000,1.7736E+001,6.1448E-003,4.5470E-002,0.0000E+000,4.0000E+000,8.4022E-003,4.0980E-004,-3.6613E-003,-1.5318E-003
107,2.4890E+003,3.2840E+003,-1.4736E+000,1.7836E+001,6.4560E-003,6.0182E-002,0.0000E+000,4.0000E+000,8.7154E-003,-5.7535E-006,-1.0004E-003,2.4261E-003
108,2.4890E+003,3.2690E+003,-1.6627E+000,1.7814E+001,6.2575E-003,4.6201E-002,0.0000E+000,4.0000E+000,8.5756E-003,-2.6977E-004,-2.1089E-003,5.2146E-003
109,2.4890E+003,3.2540E+003,-1.8319E+000,1.7922E+001,6.4699E-003,3.9778E-002,0.0000E+000,4.0000E+000,8.8158E-003,-3.7346E-004,-3.4571E-003,-1.0013E-004
110,2.4890E+003,3.2390E+003,-1.7970E+000,1.7907E+001,6.4843E-003,4.3831E-002,0.0000E+000,4.0000E+000,9.0186E-003,-1.2381E-003,7.3737E-004,-2.9643E-003
111,2.4890E+003,3.2240E+003,-1.7926E+000,1.7923E+001,6.2576E-003,4.6040E-002,0.0000E+000,4.0000E+000,8.7837E-003,-3.7123E-004,7.6506E-003,8.4724E-004
112,2.4890E+003,3.2090E+003,-2.0058E+000,1.7704E+001,5.8910E-003,7.5644E-002,0.0000E+000,4.0000E+000,8.5197E-003,1.1754E-003,1.0944E-002,6.8189E-003
113,2.4890E+003,3.1940E+003,-2.3005E+000,1.7547E+001,5.8680E-003,5.9832E-002,0.0000E+000,4.0000E+000,8.5339E-003,3.3146E-004,-2.1595E-003,5.0301E-003
114,2.4890E+003,3.1790E+003,-2.4333E+000,1.7729E+001,5.9009E-003,6.6005E-002,0.0000E+000,4.0000E+000,8.3816E-003,8.2638E-004,-6.8429E-003,-2.7979E-004
115,2.4890E+003,3.1640E+003,-2.4373E+000,1.7768E+001,6.3169E-003,4.8005E-002,0.0000E+000,4.0000E+000,8.8579E-003,1.0464E-003,-7.9759E-003,-3.8092E-003
116,2.4890E+003,3.1490E+003,-2.3657E+000,1.8030E+001,6.4978E-003,4.8598E-002,0.0000E+000,4.0000E+000,8.9509E-003,4.2649E-003,-1.1398E-002,-6.7707E-003
117,2.5040E+003,3.1190E+003,-2.2020E+000,1.7934E+001,6.2225E-003,6.3120E-002,0.0000E+000,4.0000E+000,8.5114E-003,3.7659E-003,4.4295E-003,-9.4600E-003
118,2.5040E+003,3.1340E+003,-2.2058E+000,1.7930E+001,6.3815E-003,4.6239E-002,0.0000E+000,4.0000E+000,8.6692E-003,4.9695E-003,-1.2762E-003,-7.3604E-003
119,2.5040E+003,3.1490E+003,-2.2529E+000,1.7840E+001,6.2808E-003,4.7326E-002,0.0000E+000,4.0000E+000,8.7501E-003,7.1573E-003,-8.3565E-003,-5.8631E-003
120,2.5040E+003,3.1640E+003,-2.2647E+000,1.7632E+001,6.2799E-003,5.6850E-002,0.0000E+000,4.0000E+000,8.8034E-003,8.4178E-003,-6.6075E-003,-3.9625E-003
121,2.5040E+003,3.1790E+003,-2.2961E+000,1.7660E+001,6.0519E-003,6.4869E-002,0.0000E+000,4.0000E+000,8.6276E-003,1.0015E-002,-2.0362E-003,5.4160E-004
122,2.5040E+003,3.1940E+003,-2.1659E+000,1.7643E+001,5.9751E-003,7.0732E-002,0.0000E+000,4.0000E+000,8.4152E-003,8.6820E-003,1.0060E-003,5.0684E-003
123,2.5040E+003,3.2090E+003,-1.9569E+000,1.7690E+001,6.0901E-003,6.9551E-002,0.0000E+000,4.0000E+000,8.6325E-003,4.5830E-003,7.1480E-003,4.0851E-003
124,2.5040E+003,3.2240E+003,-1.8536E+000,1.7806E+001,6.2433E-003,4.2613E-002,0.0000E+000,4.0000E+000,8.5392E-003,1.2056E-003,2.9232E-003,-6.4374E-004
125,2.5040E+003,3.2390E+003,-1.8120E+000,1.7736E+001,6.6342E-003,4.2494E-002,0.0000E+000,4.0000E+000,9.0080E-003,1.0872E-004,1.9240E-003,-2.9875E-003
126,2.5040E+003,3.2540E+003,-1.8147E+000,1.7899E+001,6.5100E-003,5.7995E-002,0.0000E+000,4.0000E+000,8.7294E-003,3.6555E-003,7.0162E-004,1.5700E-003
127,2.5040E+003,3.2690E+003,-1.6329E+000,1.7785E+001,6.2300E-003,6.9638E-002,0.0000E+000,4.0000E+000,8.4833E-003,8.9148E-003,-1.8299E-003,6.6142E-003
128,2.5040E+003,3.2840E+003,-1.4735E+000,1.7842E+001,6.3244E-003,7.6450E-002,0.0000E+000,4.0000E+000,8.5574E-003,1.4182E-002,-5.7132E-003,4.1775E-003
129,2.5040E+003,3.2990E+003,-1.3716E+000,1.7617E+001,6.0910E-003,5.7445E-002,0.0000E+000,4.0000E+000,8.2495E-003,1.7540E-002,-6.7630E-003,-5.2890E-004
130,2.5040E+003,3.3140E+003,-1.2601E+000,1.7625E+001,6.3919E-003,7.4723E-002,0.0000E+000,4.0000E+000,8.6055E-003,1.6043E-002,1.3882E-003,-3.1146E-003
131,2.5040E+003,3.3290E+003,-1.1469E+000,1.7678E+001,6.3148E-003,6.6322E-002,0.0000E+000,4.0000E+000,8.6089E-003,1.4336E-002,5.4642E-003,1.8367E-004
132,2.5040E+003,3.3440E+003,-8.5928E-001,1.7788E+001,6.1881E-003,8.3086E-002,0.0000E+000,4.0000E+000,8.5151E-003,1.2563E-002,2.6915E-003,4.3551E-003
133,2.5040E+003,3.3590E+003,-6.2309E-001,1.7753E+001,5.7921E-003,6.3847E-002,0.0000E+000,4.0000E+000,8.1924E-003,1.1559E-002,-4.3638E-003,1.6399E-003
134,2.5040E+003,3.3740E+003,-4.1440E-001,1.7664E+001,5.6544E-003,6.4348E-002,0.0000E+000,4.0000E+000,7.8183E-003,8.2608E-003,-6.5406E-003,-1.0235E-003
135,2.5040E+003,3.3890E+003,-3.2804E-001,1.7575E+001,6.0660E-003,5.4620E-002,0.0000E+000,4.0000E+000,8.3908E-003,4.0106E-003,-4.3924E-003,-2.2800E-003
136,2.5040E+003,3.4040E+003,-3.1354E-001,1.7558E+001,6.2045E-003,7.1278E-002,0.0000E+000,4.0000E+000,8.4462E-003,1.8656E-003,4.2032E-003,-1.0348E-003
137,2.5040E+003,3.4190E+003,-1.6594E-001,1.7740E+001,6.0612E-003,3.7818E-002,0.0000E+000,4.0000E+000,8.3431E-003,6.9241E-004,3.0887E-003,1.0084E-003
