SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
122,2.5040E+003,3.1940E+003,-1.4435E+001,7.7358E+001,6.7154E-003,2.7609E-001,0.0000E+000,4.0000E+000,9.4540E-003,1.8485E-002,8.3312E-004,7.0463E-003
123,2.5040E+003,3.2090E+003,-1.3867E+001,7.7420E+001,6.9980E-003,2.7341E-001,0.0000E+000,4.0000E+000,9.9398E-003,9.1733E-003,1.9274E-002,5.9517E-003
124,2.5040E+003,3.2240E+003,-1.3434E+001,7.7685E+001,7.3399E-003,1.4867E-001,0.0000E+000,4.0000E+000,1.0093E-002,-1.0994E-003,1.1571E-002,-2.7073E-003
125,2.5040E+003,3.2390E+003,-1.3018E+001,7.7577E+001,7.5872E-003,1.5105E-001,0.0000E+000,4.0000E+000,1.0395E-002,-3.9014E-003,1.1393E-002,-9.1335E-003
126,2.5040E+003,3.2540E+003,-1.2706E+001,7.8099E+001,6.7324E-003,1.8902E-001,0.0000E+000,4.0000E+000,9.1122E-003,4.0080E-003,1.1359E-002,-1.4475E-003
127,2.5040E+003,3.2690E+003,-1.2083E+001,7.8007E+001,6.4153E-003,2.3364E-001,0.0000E+000,4.0000E+000,8.8106E-003,2.0095E-002,4.9318E-003,7.2569E-003
128,2.5040E+003,3.2840E+003,-1.1754E+001,7.8160E+001,6.5652E-003,2.3439E-001,0.0000E+000,4.0000E+000,8.9635E-003,3.3495E-002,-8.4445E-003,-1.1706E-003
129,2.5040E+003,3.2990E+003,-1.1497E+001,7.7686E+001,6.6154E-003,1.6041E-001,0.0000E+000,4.0000E+000,9.0121E-003,4.1229E-002,-1.6704E-002,-1.2267E-002
130,2.5040E+003,3.3140E+003,-1.0943E+001,7.7701E+001,6.8837E-003,2.6002E-001,0.0000E+000,4.0000E+000,9.2849E-003,3.8493E-002,3.4808E-003,-1.1250E-002
131,2.5040E+003,3.3290E+003,-1.0229E+001,7.7873E+001,6.9845E-003,2.0724E-001,0.0000E+000,4.0000E+000,9.5095E-003,3.6374E-002,1.6091E-002,3.3800E-003
132,2.5040E+003,3.3440E+003,-8.9011E+000,7.8128E+001,6.4030E-003,2.9373E-001,0.0000E+000,4.0000E+000,8.8237E-003,3.7852E-002,8.1026E-003,1.2142E-002
133,2.5040E+003,3.3590E+003,-7.8952E+000,7.8071E+001,6.1330E-003,2.2005E-001,0.0000E+000,4.0000E+000,8.7208E-003,3.9114E-002,-1.3411E-002,-5.6597E-005
134,2.5040E+003,3.3740E+003,-7.0039E+000,7.7743E+001,5.9845E-003,2.1684E-001,0.0000E+000,4.0000E+000,8.3185E-003,3.3137E-002,-1.9224E-002,2.8458E-003
135,2.5040E+003,3.3890E+003,-5.8285E+000,7.7444E+001,6.7541E-003,1.8891E-001,0.0000E+000,4.0000E+000,9.3792E-003,2.2910E-002,-9.4473E-003,5.8109E-003
