SUBSET_ID,COORDINATE_X,COORDINATE_Y,DISPLACEMENT_X,DISPLACEMENT_Y,SIGMA,GAMMA,BETA,STATUS_FLAG,UNCERTAINTY,VSG_STRAIN_XX,VSG_STRAIN_YY,VSG_STRAIN_XY
3986,3.0140E+003,3.8690E+003,3.8496E+001,4.0007E+001,6.2888E-003,1.5656E-001,0.0000E+000,4.0000E+000,8.6419E-003,-1.1846E-002,-6.6417E-002,-9.1013E-003
3987,3.0140E+003,3.8840E+003,3.8540E+001,3.8839E+001,6.4129E-003,1.5941E-001,0.0000E+000,4.0000E+000,8.7993E-003,-1.1031E-002,-7.5430E-002,-9.5619E-003
3988,3.0290E+003,3.8840E+003,3.8464E+001,3.8804E+001,6.7225E-003,1.6066E-001,0.0000E+000,4.0000E+000,9.1638E-003,4.1166E-003,-6.5052E-002,5.7203E-003
3989,3.0290E+003,3.8690E+003,3.8322E+001,3.9727E+001,6.7055E-003,1.6522E-001,0.0000E+000,4.0000E+000,9.1748E-003,1.7490E-003,-6.2604E-002,1.4027E-003
3990,3.0290E+003,3.8540E+003,3.8457E+001,4.0744E+001,6.0142E-003,1.5008E-001,0.0000E+000,4.0000E+000,8.1589E-003,-1.1827E-003,-5.4706E-002,1.9662E-003
3991,3.0290E+003,3.8390E+003,3.8354E+001,4.1590E+001,5.8493E-003,2.0077E-001,0.0000E+000,4.0000E+000,8.0593E-003,-3.4303E-003,-5.0692E-002,4.1543E-003
3992,3.0290E+003,3.8240E+003,3.8350E+001,4.2493E+001,5.5721E-003,1.7784E-001,0.0000E+000,4.0000E+000,7.8143E-003,-1.1024E-002,-3.9644E-002,-7.2845E-004
3993,3.0290E+003,3.8090E+003,3.8514E+001,4.2936E+001,5.4897E-003,2.2205E-001,0.0000E+000,4.0000E+000,7.6559E-003,-2.0815E-002,-2.1681E-002,-8.8713E-003
3994,3.0290E+003,3.7940E+003,3.9230E+001,4.3148E+001,5.9982E-003,2.0949E-001,0.0000E+000,4.0000E+000,8.0775E-003,-3.4714E-002,-1.0444E-002,-1.2855E-002
3995,3.0290E+003,3.7790E+003,4.0086E+001,4.3172E+001,6.2108E-003,1.7680E-001,0.0000E+000,4.0000E+000,8.3500E-003,-3.8074E-002,-1.8107E-002,-1.0084E-002
3996,3.0290E+003,3.7640E+003,4.0796E+001,4.3614E+001,6.8189E-003,1.5355E-001,0.0000E+000,4.0000E+000,9.2477E-003,-2.8498E-002,-3.1279E-002,-4.6921E-003
3997,3.0290E+003,3.7490E+003,4.1209E+001,4.4129E+001,6.3277E-003,1.3521E-001,0.0000E+000,4.0000E+000,8.7663E-003,-1.0121E-002,-3.0019E-002,8.5575E-003
3998,3.0290E+003,3.7340E+003,4.0610E+001,4.4560E+001,6.1191E-003,1.1723E-001,0.0000E+000,4.0000E+000,8.3678E-003,7.8188E-003,-4.0628E-002,2.2867E-002
3999,3.0290E+003,3.7190E+003,4.0070E+001,4.5493E+001,6.2783E-003,1.2438E-001,0.0000E+000,4.0000E+000,8.6783E-003,1.6706E-002,-4.7604E-002,3.4803E-002
4000,3.0290E+003,3.7040E+003,3.9055E+001,4.6212E+001,6.0456E-003,1.5172E-001,0.0000E+000,4.0000E+000,8.4417E-003,2.3354E-002,-5.0226E-002,4.1192E-002
4001,3.0290E+003,3.6890E+003,3.8132E+001,4.7301E+001,6.0798E-003,2.1420E-001,0.0000E+000,4.0000E+000,8.3617E-003,2.2840E-002,-3.9692E-002,4.8007E-002
4002,3.0290E+003,3.6740E+003,3.6638E+001,4.7429E+001,5.8536E-003,2.4418E-001,0.0000E+000,4.0000E+000,7.9590E-003,2.4025E-002,-2.1142E-002,6.5444E-002
4003,3.0290E+003,3.6590E+003,3.5024E+001,4.7722E+001,6.2524E-003,3.0964E-001,0.0000E+000,4.0000E+000,8.4646E-003,1.1146E-002,-4.1839E-002,6.6263E-002
4004,3.0290E+003,3.6440E+003,3.3213E+001,4.8686E+001,6.4297E-003,3.3615E-001,0.0000E+000,4.0000E+000,8.7430E-003,5.7164E-003,-6.5152E-002,5.7011E-002
4005,3.0290E+003,3.6290E+003,3.1938E+001,5.0098E+001,6.2422E-003,3.0735E-001,0.0000E+000,4.0000E+000,8.9803E-003,1.7252E-003,-8.5433E-002,5.5265E-002
4006,3.0290E+003,3.6140E+003,3.0164E+001,5.1991E+001,6.3424E-003,3.8600E-001,0.0000E+000,4.0000E+000,9.1705E-003,9.0061E-003,-9.5015E-002,6.1487E-002
4007,3.0290E+003,3.5990E+003,2.8006E+001,5.3458E+001,6.2894E-003,2.3118E-001,0.0000E+000,4.0000E+000,9.2051E-003,1.1758E-002,-7.9519E-002,7.2160E-002
4008,3.0290E+003,3.5840E+003,2.5223E+001,5.4621E+001,6.7301E-003,2.4092E-001,0.0000E+000,4.0000E+000,9.4684E-003,8.4534E-003,-7.3521E-002,7.1563E-002
4009,3.0290E+003,3.5690E+003,2.3150E+001,5.5970E+001,6.8987E-003,2.3719E-001,0.0000E+000,4.0000E+000,9.4705E-003,4.1671E-003,-8.4289E-002,5.4385E-002
4010,3.0290E+003,3.5540E+003,2.1438E+001,5.7380E+001,7.3542E-003,1.7707E-001,0.0000E+000,4.0000E+000,9.6734E-003,4.3885E-003,-8.7062E-002,4.0686E-002
4011,3.0290E+003,3.5390E+003,1.9771E+001,5.8955E+001,7.4847E-003,1.8859E-001,0.0000E+000,4.0000E+000,9.6567E-003,2.2764E-002,-8.7566E-002,3.9565E-002
4012,3.0290E+003,3.5240E+003,1.7660E+001,6.0651E+001,6.3938E-003,2.6769E-001,0.0000E+000,4.0000E+000,8.2218E-003,4.5014E-002,-8.3046E-002,4.7753E-002
4013,3.0290E+003,3.5090E+003,1.5711E+001,6.1991E+001,6.2371E-003,3.2205E-001,0.0000E+000,4.0000E+000,8.3458E-003,6.3639E-002,-5.9787E-002,5.6508E-002
4014,3.0290E+003,3.4940E+003,1.4263E+001,6.2526E+001,5.7630E-003,2.4801E-001,0.0000E+000,4.0000E+000,7.8585E-003,5.6537E-002,-4.2270E-002,6.0883E-002
4015,3.0290E+003,3.4790E+003,1.2478E+001,6.3509E+001,5.7377E-003,2.4874E-001,0.0000E+000,4.0000E+000,8.2077E-003,2.7665E-002,-4.4651E-002,5.1791E-002
4016,3.0290E+003,3.4640E+003,1.1008E+001,6.4141E+001,5.5831E-003,2.0710E-001,0.0000E+000,4.0000E+000,8.0611E-003,-2.7049E-003,-3.1598E-002,5.3399E-002
4017,3.0290E+003,3.4490E+003,8.7858E+000,6.4526E+001,5.4015E-003,2.4417E-001,0.0000E+000,4.0000E+000,7.7137E-003,-1.6504E-002,-1.4718E-002,6.8935E-002
4018,3.0290E+003,3.4340E+003,6.5146E+000,6.4963E+001,5.5346E-003,2.0119E-001,0.0000E+000,4.0000E+000,7.7051E-003,-7.0494E-003,-2.3724E-002,6.7642E-002
4019,3.0290E+003,3.4190E+003,4.5839E+000,6.5480E+001,5.8204E-003,1.3623E-001,0.0000E+000,4.0000E+000,8.2192E-003,5.2131E-003,-4.5441E-002,5.7144E-002
4020,3.0290E+003,3.4040E+003,3.4733E+000,6.6501E+001,6.0280E-003,1.1810E-001,0.0000E+000,4.0000E+000,8.3596E-003,1.2322E-002,-4.9756E-002,3.6392E-002
4021,3.0290E+003,3.3890E+003,2.8641E+000,6.7052E+001,6.0244E-003,1.8253E-001,0.0000E+000,4.0000E+000,8.4239E-003,1.3903E-002,-3.5801E-002,3.0205E-002
4022,3.0290E+003,3.3740E+003,2.0645E+000,6.7540E+001,6.5894E-003,1.8394E-001,0.0000E+000,4.0000E+000,9.0768E-003,2.3104E-002,-2.1368E-002,2.1951E-002
4023,3.0290E+003,3.3590E+003,1.7007E+000,6.7744E+001,6.4997E-003,2.0484E-001,0.0000E+000,4.0000E+000,9.1607E-003,2.7964E-002,-1.7239E-002,2.0361E-002
4024,3.0290E+003,3.3440E+003,1.3541E+000,6.8057E+001,6.4307E-003,1.5815E-001,0.0000E+000,4.0000E+000,9.0258E-003,2.7888E-002,-2.0324E-002,2.2964E-002
4025,3.0290E+003,3.3290E+003,1.0041E+000,6.8480E+001,6.4032E-003,1.7762E-001,0.0000E+000,4.0000E+000,9.0747E-003,1.5200E-002,-1.6617E-002,2.6005E-002
4026,3.0290E+003,3.3140E+003,3.1453E-001,6.8687E+001,6.4898E-003,1.8349E-001,0.0000E+000,4.0000E+000,9.1901E-003,1.3753E-002,-1.6357E-002,2.4517E-002
4027,3.0290E+003,3.2990E+003,-6.4474E-002,6.8989E+001,6.6165E-003,1.9307E-001,0.0000E+000,4.0000E+000,9.2654E-003,1.5285E-002,-1.5073E-002,1.2469E-002
4028,3.0290E+003,3.2840E+003,-1.0090E-001,6.9186E+001,6.8884E-003,1.2961E-001,0.0000E+000,4.0000E+000,9.4209E-003,2.7960E-002,-1.4744E-002,1.5816E-002
4029,3.0290E+003,3.2690E+003,-3.8057E-001,6.9666E+001,6.4005E-003,1.7287E-001,0.0000E+000,4.0000E+000,8.9658E-003,3.5046E-002,-1.6264E-002,2.5732E-002
4030,3.0290E+003,3.2540E+003,-1.1698E+000,6.9700E+001,6.4369E-003,2.2404E-001,0.0000E+000,4.0000E+000,9.0350E-003,3.8753E-002,-6.4865E-003,3.7510E-002
4031,3.0290E+003,3.2390E+003,-2.1261E+000,7.0035E+001,6.4931E-003,2.7080E-001,0.0000E+000,4.0000E+000,9.1118E-003,4.1449E-002,-7.8420E-003,3.9227E-002
4032,3.0290E+003,3.2240E+003,-2.5109E+000,6.9931E+001,6.2770E-003,3.0946E-001,0.0000E+000,4.0000E+000,8.4610E-003,3.8434E-002,-1.4548E-002,3.1520E-002
4033,3.0290E+003,3.2090E+003,-3.1874E+000,7.0236E+001,6.4904E-003,2.7363E-001,0.0000E+000,4.0000E+000,8.7367E-003,3.5560E-002,-4.9442E-003,2.2828E-002
4034,3.0290E+003,3.1940E+003,-3.1422E+000,6.9919E+001,6.4870E-003,1.4050E-001,0.0000E+000,4.0000E+000,8.6589E-003,1.0313E-002,-6.2424E-003,1.4556E-002
4035,3.0290E+003,3.1790E+003,-3.9400E+000,7.0496E+001,6.8423E-003,1.5312E-001,0.0000E+000,4.0000E+000,9.0613E-003,-8.1531E-003,-2.6376E-002,1.7356E-002
4036,3.0290E+003,3.1640E+003,-4.0863E+000,7.0959E+001,6.5378E-003,1.5639E-001,0.0000E+000,4.0000E+000,8.6904E-003,-1.5761E-002,-3.0126E-002,1.8762E-002
4037,3.0290E+003,3.1490E+003,-4.1088E+000,7.1419E+001,6.4837E-003,1.1560E-001,0.0000E+000,4.0000E+000,8.7208E-003,3.6326E-003,-1.1748E-002,2.0747E-002
4038,3.0290E+003,3.1340E+003,-4.5182E+000,7.1240E+001,6.3953E-003,2.1898E-001,0.0000E+000,4.0000E+000,8.8984E-003,2.5373E-002,-7.6025E-003,1.7870E-002
4039,3.0290E+003,3.1190E+003,-4.5104E+000,7.1458E+001,6.6684E-003,2.2024E-001,0.0000E+000,4.0000E+000,9.2237E-003,4.0529E-002,-1.3273E-002,1.6923E-002
4040,3.0290E+003,3.1040E+003,-5.0642E+000,7.1593E+001,6.8994E-003,2.2940E-001,0.0000E+000,4.0000E+000,9.3939E-003,4.1780E-002,-1.3457E-002,2.2379E-002
4041,3.0290E+003,3.0890E+003,-5.4535E+000,7.1908E+001,6.4715E-003,1.8385E-001,0.0000E+000,4.0000E+000,8.8550E-003,3.9035E-002,-1.6520E-002,2.2105E-002
4042,3.0290E+003,3.0740E+003,-5.8668E+000,7.2232E+001,6.2005E-003,1.8232E-001,0.0000E+000,4.0000E+000,8.4734E-003,3.2209E-002,-1.3974E-002,1.5018E-002
4043,3.0290E+003,3.0590E+003,-5.6655E+000,7.2333E+001,5.6157E-003,2.3140E-001,0.0000E+000,4.0000E+000,8.0070E-003,2.8453E-002,-7.8845E-003,1.5775E-002
4044,3.0290E+003,3.0440E+003,-5.8655E+000,7.2375E+001,5.6628E-003,1.9670E-001,0.0000E+000,4.0000E+000,7.7598E-003,2.5200E-002,-9.3961E-003,2.6885E-002
4045,3.0290E+003,3.0290E+003,-6.3925E+000,7.2644E+001,5.4532E-003,2.0252E-001,0.0000E+000,4.0000E+000,7.6865E-003,2.4447E-002,-9.7807E-003,2.7220E-002
4046,3.0290E+003,3.0140E+003,-6.7637E+000,7.2677E+001,6.2835E-003,2.0673E-001,0.0000E+000,4.0000E+000,8.6462E-003,2.3319E-002,-1.4016E-002,2.0870E-002
4047,3.0290E+003,2.9990E+003,-7.2171E+000,7.3138E+001,6.6144E-003,2.2129E-001,0.0000E+000,4.0000E+000,9.1914E-003,2.1305E-002,-1.9599E-002,2.6944E-002
4048,3.0290E+003,2.9840E+003,-7.6673E+000,7.3376E+001,6.6497E-003,1.8536E-001,0.0000E+000,4.0000E+000,9.2007E-003,2.0058E-002,-1.8382E-002,3.8970E-002
4049,3.0290E+003,2.9690E+003,-8.5813E+000,7.3845E+001,6.2355E-003,1.8278E-001,0.0000E+000,4.0000E+000,8.8155E-003,2.1622E-002,-1.4064E-002,3.3910E-002
4050,3.0290E+003,2.9540E+003,-8.9469E+000,7.4021E+001,6.2162E-003,1.7221E-001,0.0000E+000,4.0000E+000,9.0642E-003,2.1215E-002,5.1981E-003,1.5578E-002
4051,3.0290E+003,2.9390E+003,-9.0164E+000,7.3666E+001,6.2303E-003,1.2861E-001,0.0000E+000,4.0000E+000,8.7273E-003,2.0130E-002,2.6348E-003,4.2084E-003
4052,3.0290E+003,2.9240E+003,-8.8181E+000,7.3676E+001,6.3351E-003,1.1263E-001,0.0000E+000,4.0000E+000,8.7509E-003,2.0329E-002,-1.4440E-002,4.7905E-003
4053,3.0290E+003,2.9090E+003,-9.0033E+000,7.3986E+001,6.4198E-003,8.7627E-002,0.0000E+000,4.0000E+000,8.7397E-003,2.4010E-002,-1.6976E-002,1.3480E-002
4054,3.0290E+003,2.8940E+003,-9.4520E+000,7.4180E+001,5.9090E-003,7.6122E-002,0.0000E+000,4.0000E+000,8.2950E-003,2.0902E-002,-8.1766E-003,1.8211E-002
4055,3.0290E+003,2.8790E+003,-9.7947E+000,7.4170E+001,6.0791E-003,9.3722E-002,0.0000E+000,4.0000E+000,8.4099E-003,9.9444E-003,5.2753E-004,1.3132E-002
4056,3.0290E+003,2.8640E+003,-9.9142E+000,7.4190E+001,6.0709E-003,1.0481E-001,0.0000E+000,4.0000E+000,8.3330E-003,2.2445E-004,-5.9629E-003,1.8795E-004
4057,3.0290E+003,2.8490E+003,-9.7196E+000,7.4405E+001,6.5697E-003,1.4003E-001,0.0000E+000,4.0000E+000,8.8846E-003,-3.9845E-003,-1.1651E-002,-5.3556E-003
4058,3.0290E+003,2.8340E+003,-9.4008E+000,7.4624E+001,6.7182E-003,1.6270E-001,0.0000E+000,4.0000E+000,8.9812E-003,4.4585E-003,-1.2885E-002,4.1351E-003
4059,3.0290E+003,2.8190E+003,-9.3188E+000,7.4803E+001,7.1933E-003,2.1275E-001,0.0000E+000,4.0000E+000,9.6976E-003,1.0466E-002,3.0850E-003,1.8060E-002
4060,3.0290E+003,2.8040E+003,-9.8052E+000,7.4363E+001,6.2721E-003,3.2892E-001,0.0000E+000,4.0000E+000,8.7389E-003,1.6057E-002,2.0601E-002,1.3856E-002
4061,3.0290E+003,2.7890E+003,-1.0001E+001,7.3989E+001,5.9994E-003,1.5402E-001,0.0000E+000,4.0000E+000,8.5081E-003,4.4197E-003,1.3995E-002,-7.2641E-003
4062,3.0290E+003,2.7740E+003,-9.8342E+000,7.3904E+001,5.7681E-003,9.4301E-002,0.0000E+000,4.0000E+000,8.0749E-003,-4.3835E-003,-2.5214E-002,-1.2451E-002
4063,3.0290E+003,2.7590E+003,-9.5950E+000,7.4985E+001,6.1844E-003,1.0301E-001,0.0000E+000,4.0000E+000,8.4478E-003,-6.2039E-003,-4.9766E-002,-7.0318E-005
4064,3.0290E+003,2.7440E+003,-1.0043E+001,7.5641E+001,5.9833E-003,9.5261E-002,0.0000E+000,4.0000E+000,8.2662E-003,7.6029E-003,-2.9350E-002,2.3443E-002
4065,3.0290E+003,2.7290E+003,-1.0901E+001,7.5825E+001,6.2694E-003,1.8107E-001,0.0000E+000,4.0000E+000,8.8546E-003,2.0385E-002,-2.4807E-002,2.3694E-002
4066,3.0290E+003,2.7140E+003,-1.1304E+001,7.6346E+001,6.5910E-003,1.7970E-001,0.0000E+000,4.0000E+000,9.2388E-003,2.6650E-002,-2.7667E-002,1.5460E-002
4067,3.0290E+003,2.6990E+003,-1.1559E+001,7.6737E+001,6.9398E-003,2.3510E-001,0.0000E+000,4.0000E+000,9.6583E-003,2.6561E-002,-7.0088E-003,1.3801E-002
4068,3.0290E+003,2.6840E+003,-1.1830E+001,7.6602E+001,6.0247E-003,1.6723E-001,0.0000E+000,4.0000E+000,8.4469E-003,1.8993E-002,1.0902E-002,8.1243E-003
4069,3.0290E+003,2.6690E+003,-1.2252E+001,7.6465E+001,5.8547E-003,1.0611E-001,0.0000E+000,4.0000E+000,8.3651E-003,1.1325E-002,1.1585E-002,1.9296E-003
4070,3.0290E+003,2.6540E+003,-1.2068E+001,7.6323E+001,6.0790E-003,1.4588E-001,0.0000E+000,4.0000E+000,8.6786E-003,1.9396E-005,-6.0936E-003,5.6163E-003
4071,3.0290E+003,2.6390E+003,-1.2612E+001,7.6580E+001,6.4777E-003,1.3054E-001,0.0000E+000,4.0000E+000,9.1120E-003,4.2081E-004,-1.5209E-002,2.6005E-002
4072,3.0290E+003,2.6240E+003,-1.3201E+001,7.6758E+001,6.5145E-003,1.3223E-001,0.0000E+000,4.0000E+000,9.1061E-003,3.8030E-003,-1.9374E-002,2.5470E-002
4073,3.0290E+003,2.6090E+003,-1.3624E+001,7.7141E+001,6.5095E-003,1.5757E-001,0.0000E+000,4.0000E+000,9.0829E-003,8.5870E-003,-1.0789E-002,1.1806E-002
4074,3.0290E+003,2.5940E+003,-1.3677E+001,7.7054E+001,7.2907E-003,2.0373E-001,0.0000E+000,4.0000E+000,1.0270E-002,8.4366E-003,7.2971E-003,7.7255E-004
4075,3.0290E+003,2.5790E+003,-1.3337E+001,7.6957E+001,7.3964E-003,1.6493E-001,0.0000E+000,4.0000E+000,1.0288E-002,2.1268E-003,-1.5194E-003,3.0230E-004
4076,3.0290E+003,2.5640E+003,-1.3214E+001,7.7219E+001,7.2910E-003,1.4394E-001,0.0000E+000,4.0000E+000,1.0207E-002,-2.3310E-003,-1.5995E-002,1.0668E-003
4077,3.0290E+003,2.5490E+003,-1.2973E+001,7.7619E+001,6.7386E-003,1.6079E-001,0.0000E+000,4.0000E+000,9.2762E-003,8.3326E-004,-6.6896E-003,2.0935E-004
4078,3.0290E+003,2.5340E+003,-1.2339E+001,7.7425E+001,6.6082E-003,2.3134E-001,0.0000E+000,4.0000E+000,9.0827E-003,1.4564E-002,4.0400E-003,-1.2635E-003
4079,3.0290E+003,2.5190E+003,-1.1775E+001,7.7457E+001,6.4664E-003,2.1732E-001,0.0000E+000,4.0000E+000,9.0070E-003,4.0627E-002,1.2727E-002,-4.7669E-003
4080,3.0290E+003,2.5040E+003,-1.1234E+001,7.6951E+001,6.5730E-003,1.8408E-001,0.0000E+000,4.0000E+000,9.1448E-003,5.7848E-002,-5.6927E-003,1.4847E-002
4081,3.0290E+003,2.4890E+003,-1.2272E+001,7.7495E+001,6.5842E-003,2.1022E-001,0.0000E+000,4.0000E+000,9.0557E-003,5.8787E-002,-1.9281E-002,4.0391E-002
4082,3.0290E+003,2.4740E+003,-1.3389E+001,7.7604E+001,6.7424E-003,2.3819E-001,0.0000E+000,4.0000E+000,9.0247E-003,3.8501E-002,-1.3315E-002,2.6774E-002
4083,3.0290E+003,2.4590E+003,-1.3197E+001,7.7981E+001,6.8985E-003,1.9811E-001,0.0000E+000,4.0000E+000,9.2980E-003,1.4475E-002,-5.9996E-003,-2.4085E-003
4084,3.0290E+003,2.4440E+003,-1.2320E+001,7.7827E+001,6.9998E-003,1.5883E-001,0.0000E+000,4.0000E+000,9.6801E-003,-2.4939E-003,8.0315E-003,-1.4789E-002
4085,3.0290E+003,2.4290E+003,-1.1422E+001,7.7830E+001,6.6171E-003,1.4739E-001,0.0000E+000,4.0000E+000,9.1030E-003,-6.5228E-003,4.2017E-003,-1.2423E-002
4086,3.0290E+003,2.4140E+003,-1.0973E+001,7.7774E+001,5.5234E-003,3.8776E-001,0.0000E+000,4.0000E+000,7.6788E-003,-1.3254E-003,8.4606E-003,6.8041E-003
4087,3.0290E+003,2.3990E+003,-1.1146E+001,7.7519E+001,5.4355E-003,3.8444E-001,0.0000E+000,4.0000E+000,7.6877E-003,7.4577E-003,8.2792E-003,2.3239E-002
4088,3.0290E+003,2.3840E+003,-1.1610E+001,7.7316E+001,5.7425E-003,5.0513E-001,0.0000E+000,4.0000E+000,8.3981E-003,8.7163E-003,-4.9237E-003,2.3032E-002
4089,3.0290E+003,2.3690E+003,-1.1630E+001,7.7492E+001,6.7145E-003,2.6217E-001,0.0000E+000,4.0000E+000,9.6945E-003,1.3122E-003,-2.6537E-002,5.6556E-003
4090,3.0290E+003,2.3540E+003,-1.1183E+001,7.8227E+001,6.2375E-003,1.3078E-001,0.0000E+000,4.0000E+000,8.7505E-003,-1.6269E-004,-1.0812E-002,-1.5397E-002
4091,3.0290E+003,2.3390E+003,-1.0472E+001,7.7928E+001,6.4284E-003,2.3887E-001,0.0000E+000,4.0000E+000,8.8206E-003,9.8744E-003,1.3047E-002,-2.6649E-002
4092,3.0290E+003,2.3240E+003,-9.6576E+000,7.7771E+001,6.9056E-003,3.1773E-001,0.0000E+000,4.0000E+000,9.5121E-003,1.5910E-002,1.8293E-002,-2.2542E-002
4093,3.0290E+003,2.3090E+003,-8.7019E+000,7.7416E+001,7.7263E-003,3.8147E-001,0.0000E+000,4.0000E+000,1.0582E-002,1.2196E-002,1.7217E-002,-4.3984E-003
4094,3.0290E+003,2.2940E+003,-8.7540E+000,7.7408E+001,7.0612E-003,2.6528E-001,0.0000E+000,4.0000E+000,9.7177E-003,-1.2968E-002,1.5926E-002,1.4829E-002
4095,3.0290E+003,2.2790E+003,-8.8944E+000,7.7064E+001,6.8467E-003,1.6987E-001,0.0000E+000,4.0000E+000,9.2493E-003,-2.8354E-002,6.7304E-003,1.2681E-002
4096,3.0290E+003,2.2640E+003,-8.7336E+000,7.7112E+001,5.6587E-003,1.4444E-001,0.0000E+000,4.0000E+000,7.8859E-003,-5.0555E-002,-2.8204E-002,7.2994E-003
4097,3.0290E+003,2.2490E+003,-8.7046E+000,7.7774E+001,5.8214E-003,1.4241E-001,0.0000E+000,4.0000E+000,8.3121E-003,-5.5151E-002,-3.0212E-002,4.9485E-003
4098,3.0290E+003,2.2340E+003,-8.7544E+000,7.8000E+001,5.6744E-003,1.3090E-001,0.0000E+000,4.0000E+000,8.2955E-003,-6.4994E-002,-1.9779E-002,9.4091E-003
4099,3.0290E+003,2.2190E+003,-8.9790E+000,7.8246E+001,6.0171E-003,1.3685E-001,0.0000E+000,4.0000E+000,8.4504E-003,-6.3380E-002,-5.9242E-004,1.2123E-002
4100,3.0290E+003,2.2040E+003,-8.7251E+000,7.7838E+001,5.7371E-003,1.3621E-001,0.0000E+000,4.0000E+000,7.9166E-003,-7.3102E-002,3.7892E-002,8.0608E-003
4101,3.0290E+003,2.1890E+003,-8.2232E+000,7.7123E+001,5.7987E-003,1.2047E-001,0.0000E+000,4.0000E+000,8.0104E-003,-7.4032E-002,1.4680E-002,-5.7552E-004
4102,3.0290E+003,2.1740E+003,-7.4344E+000,7.7464E+001,5.6361E-003,1.2091E-001,0.0000E+000,4.0000E+000,7.8916E-003,-7.0612E-002,-1.2225E-002,-7.4313E-003
4103,3.0290E+003,2.1590E+003,-6.9159E+000,7.7613E+001,5.9431E-003,1.3966E-001,0.0000E+000,4.0000E+000,8.2704E-003,-5.3016E-002,-6.9379E-003,-1.0781E-002
4104,3.0290E+003,2.1440E+003,-6.5316E+000,7.7862E+001,6.1107E-003,1.7953E-001,0.0000E+000,4.0000E+000,8.5163E-003,-3.4269E-002,9.4305E-003,-7.0176E-003
4105,3.0290E+003,2.1290E+003,-6.9212E+000,7.7406E+001,5.7889E-003,2.0328E-001,0.0000E+000,4.0000E+000,8.2110E-003,-2.1587E-002,3.6995E-002,-8.7666E-003
4106,3.0290E+003,2.1140E+003,-6.6792E+000,7.6562E+001,5.6583E-003,2.2840E-001,0.0000E+000,4.0000E+000,8.1219E-003,-1.8086E-002,4.0568E-002,-2.1363E-002
4107,3.0290E+003,2.0990E+003,-6.1271E+000,7.6122E+001,5.1334E-003,1.7374E-001,0.0000E+000,4.0000E+000,7.3636E-003,-2.4269E-002,2.0280E-002,-1.9762E-002
4108,3.0290E+003,2.0840E+003,-5.8267E+000,7.6045E+001,5.3676E-003,1.3736E-001,0.0000E+000,4.0000E+000,7.6756E-003,-3.0679E-002,-8.9060E-003,-9.1584E-003
4109,3.0290E+003,2.0690E+003,-5.6647E+000,7.6585E+001,5.9901E-003,8.9743E-002,0.0000E+000,4.0000E+000,8.8821E-003,-3.3529E-002,-2.8122E-002,6.5350E-003
4110,3.0290E+003,2.0540E+003,-6.1644E+000,7.6970E+001,5.7288E-003,9.3176E-002,0.0000E+000,4.0000E+000,8.2270E-003,-2.9677E-002,-2.8291E-002,2.3314E-002
4111,3.0290E+003,2.0390E+003,-7.0546E+000,7.7385E+001,6.3729E-003,1.1922E-001,0.0000E+000,4.0000E+000,9.0401E-003,-2.2538E-002,-2.8068E-002,3.1036E-002
4112,3.0290E+003,2.0240E+003,-8.1117E+000,7.7852E+001,6.6853E-003,1.5847E-001,0.0000E+000,4.0000E+000,9.3346E-003,-1.7143E-002,-1.1597E-002,3.1835E-002
4113,3.0290E+003,2.0090E+003,-9.2383E+000,7.8015E+001,7.3358E-003,1.7060E-001,0.0000E+000,4.0000E+000,1.0491E-002,-1.0826E-002,1.1814E-002,3.2835E-002
4114,3.0290E+003,1.9940E+003,-9.9227E+000,7.7760E+001,6.6720E-003,1.4119E-001,0.0000E+000,4.0000E+000,9.7156E-003,-6.4747E-003,9.9080E-003,3.8353E-002
4115,3.0290E+003,1.9790E+003,-1.0579E+001,7.7592E+001,6.0989E-003,1.2874E-001,0.0000E+000,4.0000E+000,8.6632E-003,-8.5724E-003,-1.2682E-003,4.4258E-002
4116,3.0290E+003,1.9640E+003,-1.1473E+001,7.7747E+001,6.6301E-003,1.2504E-001,0.0000E+000,4.0000E+000,9.3592E-003,-1.8107E-002,-1.4402E-002,4.4250E-002
4117,3.0290E+003,1.9490E+003,-1.2490E+001,7.8042E+001,6.9819E-003,1.4727E-001,0.0000E+000,4.0000E+000,9.9452E-003,-3.1384E-002,-2.1575E-002,4.3185E-002
4118,3.0290E+003,1.9340E+003,-1.3579E+001,7.8275E+001,6.6562E-003,1.5997E-001,0.0000E+000,4.0000E+000,9.5786E-003,-3.3611E-002,-3.0135E-002,4.3404E-002
4119,3.0290E+003,1.9190E+003,-1.4459E+001,7.8845E+001,6.5865E-003,1.5997E-001,0.0000E+000,4.0000E+000,9.5059E-003,-2.8613E-002,-3.7782E-002,3.8271E-002
4120,3.0290E+003,1.9040E+003,-1.4818E+001,7.9320E+001,6.6986E-003,1.5077E-001,0.0000E+000,4.0000E+000,9.5518E-003,-1.8273E-002,-4.5205E-002,4.3917E-002
4121,3.0290E+003,1.8890E+003,-1.6232E+001,8.0448E+001,7.1891E-003,1.7622E-001,0.0000E+000,4.0000E+000,1.0084E-002,-5.4955E-003,-3.8036E-002,5.6633E-002
4122,3.0290E+003,1.8740E+003,-1.7692E+001,8.0807E+001,7.2484E-003,3.0309E-001,0.0000E+000,4.0000E+000,1.0036E-002,-9.5807E-004,-2.0404E-002,5.9916E-002
